property_type,region,area_m2,price_usd,state,lat,lon
apartment,Southeast,250.0,258044.41506083938,Rio de Janeiro,-22.921131,-43.245701
apartment,Southeast,78.0,108168.0670264265,Rio de Janeiro,-22.956388,-43.375317
house,Southeast,94.0,125855.92964747056,Rio de Janeiro,-22.94237,-43.0378724
house,Southeast,100.0,78234.76459131703,Rio de Janeiro,-22.9106141,-42.8339143
apartment,Southeast,127.0,95242.15290190552,Rio de Janeiro,-22.9681736,-43.3907025
house,Southeast,101.0,153068.02493895614,Rio de Janeiro,-22.9016089,-43.2868081
apartment,Southeast,101.0,127556.68262128263,Rio de Janeiro,-22.901587,-43.088673
apartment,Southeast,102.0,161571.80343958572,Rio de Janeiro,-22.893415,-42.033401
apartment,Southeast,110.0,117352.15114684096,Rio de Janeiro,-22.934675,-43.335987
apartment,Southeast,75.0,103217.76602433575,Rio de Janeiro,-22.898788,-43.099617
apartment,Southeast,100.0,202389.9429689217,Rio de Janeiro,-23.0,-43.3658333
apartment,Southeast,106.0,180768.02988040002,Rio de Janeiro,-22.9983986,-43.3513967
apartment,Southeast,72.0,85037.79011813458,Rio de Janeiro,-22.951466,-43.342667
apartment,Southeast,80.0,66074.35850686605,Rio de Janeiro,-22.8850568,-43.2724576
house,Southeast,124.0,84187.41022333622,Rio de Janeiro,-22.9225563,-42.8141896
apartment,Southeast,82.0,154826.64903650363,Rio de Janeiro,-22.978764,-43.194691
house,Southeast,119.0,204090.70105457227,Rio de Janeiro,-22.926907,-43.212238
apartment,Southeast,91.0,43007.39683031933,Rio de Janeiro,-22.885574,-43.1008
apartment,Southeast,66.0,63438.191908641216,Rio de Janeiro,-22.9363661,-43.3492493
house,Southeast,94.0,187083.13894147455,Rio de Janeiro,-22.907043,-43.271542
apartment,Southeast,195.0,110549.1256200234,Rio de Janeiro,-22.904787,-43.091812
house,Southeast,150.0,88439.30288154336,Rio de Janeiro,-22.9513519,-43.0364908
apartment,Southeast,128.0,110549.1256200234,Rio de Janeiro,-22.881121,-42.016003
apartment,Southeast,119.0,149666.51217554734,Rio de Janeiro,-22.903826,-43.100044
apartment,Southeast,172.0,178579.36044084496,Rio de Janeiro,-22.898788,-43.099617
apartment,Southeast,201.0,255113.37205834992,Rio de Janeiro,-23.030302,-43.474805
apartment,Southeast,98.0,110549.1256200234,Rio de Janeiro,-22.900564,-43.101181
apartment,Southeast,136.0,118700.4326319323,Rio de Janeiro,-22.934404,-43.358997
apartment,Southeast,70.0,91840.81564495213,Rio de Janeiro,-23.023577,-43.471703
apartment,Southeast,90.0,246523.02286866153,Rio de Janeiro,-22.966955,-43.180164
apartment,Southeast,80.0,54424.18376718643,Rio de Janeiro,-22.883108,-43.31377
apartment,Southeast,100.0,129022.20412252736,Rio de Janeiro,-22.927893,-43.244083
house,Southeast,242.0,146225.16967043976,Rio de Janeiro,-22.896641,-43.100796
apartment,Southeast,60.0,57825.694826649036,Rio de Janeiro,-22.881121,-42.016003
apartment,Southeast,132.0,157364.1332963009,Rio de Janeiro,-23.023577,-43.471703
apartment,Southeast,87.0,72252.43280914269,Rio de Janeiro,-22.907345,-43.280212
apartment,Southeast,75.0,92895.987717956,Rio de Janeiro,-22.904106,-43.282597
house,Southeast,150.0,76534.01161750498,Rio de Janeiro,-22.943682,-43.0136318
apartment,Southeast,78.0,71431.74076844564,Rio de Janeiro,-22.972907,-43.393208
apartment,Southeast,86.0,216921.6338117446,Rio de Janeiro,-22.9969239,-43.3872942
apartment,Southeast,58.0,76534.01161750498,Rio de Janeiro,-22.9050413,-43.2821935
apartment,Southeast,70.0,83337.03203248403,Rio de Janeiro,-22.952684,-43.081738
apartment,Southeast,58.0,67091.54280397974,Rio de Janeiro,-22.928291,-43.2337
apartment,Southeast,60.0,44727.69577063522,Rio de Janeiro,-22.852938,-43.25631
apartment,Southeast,80.0,47621.158240368866,Rio de Janeiro,-22.906544,-43.269073
apartment,Southeast,67.0,108378.65432555255,Rio de Janeiro,-22.910378,-43.190456
house,Southeast,215.0,119052.90412065301,Rio de Janeiro,-22.9322277,-43.070335
apartment,Southeast,78.0,117352.15114684096,Rio de Janeiro,-22.903034,-43.109287
apartment,Southeast,55.0,42518.89250314804,Rio de Janeiro,-22.913736,-43.272068
apartment,Southeast,81.0,102357.61911009706,Rio de Janeiro,-23.021433,-43.486507
apartment,Southeast,72.0,81636.27735472581,Rio de Janeiro,-22.930645,-43.240059
house,Southeast,85.0,47621.158240368866,Rio de Janeiro,-22.508379,-41.919876
apartment,Southeast,188.0,213316.71929020417,Rio de Janeiro,-23.007523,-43.485062
apartment,Southeast,70.0,44219.6505887986,Rio de Janeiro,-22.856047,-43.263149
apartment,Southeast,76.0,79133.62005067535,Rio de Janeiro,-22.88611,-43.28904
apartment,Southeast,107.0,223638.49589263773,Rio de Janeiro,-22.962196,-43.178349
apartment,Southeast,80.0,204090.70105457227,Rio de Janeiro,-22.978764,-43.194691
apartment,Southeast,133.0,98643.83435598503,Rio de Janeiro,-22.951466,-43.342667
apartment,Southeast,132.0,172828.59153513622,Rio de Janeiro,-23.002525,-43.393443
apartment,Southeast,82.0,118882.82984563951,Rio de Janeiro,-22.904526,-43.283894
apartment,Southeast,64.0,111819.24539039962,Rio de Janeiro,-22.904091,-43.104031
house,Southeast,62.0,41838.591995201685,Rio de Janeiro,-22.883171,-43.306526
house,Southeast,150.0,88269.22860652987,Rio de Janeiro,-22.943913,-43.352394
apartment,Southeast,65.0,50748.73098609068,Rio de Janeiro,-22.884451,-43.263931
house,Southeast,110.0,54424.18376718643,Rio de Janeiro,-22.9311459,-42.8975471
apartment,Southeast,69.0,94221.87423854905,Rio de Janeiro,-22.973051,-43.377895
apartment,Southeast,100.0,142784.5786055927,Rio de Janeiro,-22.89905,-43.107021
apartment,Southeast,75.0,55274.56195803862,Rio de Janeiro,-22.924782,-43.359634
apartment,Southeast,101.0,107260.98321101839,Rio de Janeiro,-22.930389,-43.269073
house,Southeast,151.0,92691.18872396584,Rio de Janeiro,-22.494455,-41.908497
apartment,Southeast,150.0,240841.45632871165,Rio de Janeiro,-22.917667,-43.218822
apartment,Southeast,56.0,42518.89250314804,Rio de Janeiro,-22.90933,-43.387295
apartment,Southeast,69.0,163428.1284025675,Rio de Janeiro,-22.94775,-43.192875
apartment,Southeast,100.0,98473.76008097152,Rio de Janeiro,-22.884342,-43.281021
apartment,Southeast,120.0,272120.9358753938,Rio de Janeiro,-22.966955,-43.180164
apartment,Southeast,67.0,78234.76459131703,Rio de Janeiro,-22.968031,-43.47411
apartment,Southeast,65.0,81636.27735472581,Rio de Janeiro,-22.890429,-43.089886
apartment,Southeast,56.0,55274.56195803862,Rio de Janeiro,-22.836517,-43.27874
house,Southeast,106.0,63650.953443078826,Rio de Janeiro,-22.497854,-41.928356
apartment,Southeast,75.0,75683.63172270662,Rio de Janeiro,-22.926994,-43.29324
house,Southeast,128.0,76193.85625169329,Rio de Janeiro,-22.927038,-43.3493
apartment,Southeast,106.0,181651.67250836213,Rio de Janeiro,-23.001735,-43.390782
apartment,Southeast,115.0,107997.992751413,Rio de Janeiro,-22.928535,-43.25042
apartment,Southeast,72.0,46770.78345740901,Rio de Janeiro,-22.918991,-43.207397
house,Southeast,96.0,47621.158240368866,Rio de Janeiro,-22.497904,-41.995113
apartment,Southeast,75.0,94616.28495432573,Rio de Janeiro,-22.930645,-43.240059
apartment,Southeast,90.0,115651.39135724424,Rio de Janeiro,-22.906288,-43.099586
apartment,Southeast,148.0,120420.72475646349,Rio de Janeiro,-22.896641,-43.100796
house,Southeast,88.0,64628.72035346659,Rio de Janeiro,-22.942621,-43.018669
apartment,Southeast,72.0,48512.34934985934,Rio de Janeiro,-22.8793868,-43.3499138
apartment,Southeast,70.0,110098.94645008375,Rio de Janeiro,-22.890429,-43.089886
apartment,Southeast,96.0,195586.91744210417,Rio de Janeiro,-23.009043,-43.329134
apartment,Southeast,91.0,110549.1256200234,Rio de Janeiro,-23.021614,-43.482479
apartment,Southeast,122.0,187083.13894147455,Rio de Janeiro,-22.902025,-43.103283
apartment,Southeast,125.0,163272.5564133978,Rio de Janeiro,-22.91893,-43.214657
apartment,Southeast,80.0,254603.82399599234,Rio de Janeiro,-22.972954,-43.225712
apartment,Southeast,61.0,97540.78821141883,Rio de Janeiro,-22.921227,-43.225548
apartment,Southeast,90.0,99777.17495948868,Rio de Janeiro,-23.0185594,-43.4697335
apartment,Southeast,70.0,68030.23311687537,Rio de Janeiro,-22.921227,-43.225548
apartment,Southeast,59.0,43369.27069400023,Rio de Janeiro,-22.879625,-43.036491
apartment,Southeast,100.0,71431.74076844564,Rio de Janeiro,-22.885574,-43.1008
house,Southeast,93.0,47621.158240368866,Rio de Janeiro,-22.788343,-42.137508
apartment,Southeast,108.0,207492.20870614256,Rio de Janeiro,-22.930389,-43.269073
apartment,Southeast,88.0,72252.43280914269,Rio de Janeiro,-22.926907,-43.212238
apartment,Southeast,78.0,57629.91822762335,Rio de Janeiro,-22.9239155,-43.3605435
apartment,Southeast,85.0,100637.32016978119,Rio de Janeiro,-23.0210739,-43.476394
apartment,Southeast,90.0,202389.9429689217,Rio de Janeiro,-22.936752,-43.175926
house,Southeast,246.0,255113.37205834992,Rio de Janeiro,-23.012491,-43.474792
apartment,Southeast,197.0,156469.53599841872,Rio de Janeiro,-22.930443,-43.32346
apartment,Southeast,79.0,54424.18376718643,Rio de Janeiro,-22.908049,-43.27874
apartment,Southeast,120.0,100344.59414558174,Rio de Janeiro,-22.911716,-43.067528
apartment,Southeast,131.0,129257.44241087936,Rio de Janeiro,-22.901854,-43.114105
house,Southeast,250.0,136060.4679376969,Rio de Janeiro,-22.833998,-42.358616
apartment,Southeast,85.0,72252.43280914269,Rio de Janeiro,-22.936794,-43.362602
apartment,Southeast,99.0,78234.76459131703,Rio de Janeiro,-22.941095,-43.31498
apartment,Southeast,65.0,46447.993007004916,Rio de Janeiro,-22.885574,-43.1008
house,Southeast,116.0,221098.25805583148,Rio de Janeiro,-22.824972,-43.330673
house,Southeast,164.0,166674.06917680654,Rio de Janeiro,-22.925503,-43.338028
apartment,Southeast,88.0,166674.06917680654,Rio de Janeiro,-23.007004,-43.327207
apartment,Southeast,63.0,86014.80047642335,Rio de Janeiro,-22.930443,-43.32346
house,Southeast,80.0,47621.158240368866,Rio de Janeiro,-22.788343,-42.137508
apartment,Southeast,135.0,100344.59414558174,Rio de Janeiro,-22.91893,-43.214657
apartment,Southeast,124.0,118700.4326319323,Rio de Janeiro,-22.924084,-43.353516
apartment,Southeast,99.0,99777.17495948868,Rio de Janeiro,-22.833612,-43.308277
house,Southeast,185.0,93541.56861876418,Rio de Janeiro,-22.9574607,-42.9852601
house,Southeast,81.0,87588.922986745,Rio de Janeiro,-22.9251841,-43.0075556
apartment,Southeast,72.0,66669.62358125183,Rio de Janeiro,-22.927038,-43.3493
apartment,Southeast,90.0,146225.16967043976,Rio de Janeiro,-22.978764,-43.194691
apartment,Southeast,95.0,112249.88540962014,Rio de Janeiro,-22.898788,-43.099617
house,Southeast,232.0,110549.1256200234,Rio de Janeiro,-22.9681736,-43.3907025
apartment,Southeast,66.0,55274.56195803862,Rio de Janeiro,-22.887838,-43.299015
apartment,Southeast,80.0,79935.52438091376,Rio de Janeiro,-22.921227,-43.225548
apartment,Southeast,96.0,72282.11895929783,Rio de Janeiro,-22.925322,-43.232567
apartment,Southeast,63.0,110549.1256200234,Rio de Janeiro,-22.912468,-43.226757
apartment,Southeast,119.0,185791.9822516967,Rio de Janeiro,-22.925167,-43.230087
apartment,Southeast,115.0,93541.56861876418,Rio de Janeiro,-22.903996,-43.306423
house,Southeast,180.0,127556.68262128263,Rio de Janeiro,-22.9548451,-43.3455504
house,Southeast,90.0,72252.43280914269,Rio de Janeiro,-22.845127,-43.30843
apartment,Southeast,80.0,91330.58600412696,Rio de Janeiro,-22.9353581,-43.3593908
apartment,Southeast,62.0,77384.38640046483,Rio de Janeiro,-22.934404,-43.358997
apartment,Southeast,120.0,234704.30229368192,Rio de Janeiro,-22.968903,-43.185005
apartment,Southeast,72.0,102045.34711939379,Rio de Janeiro,-22.997627,-43.377714
apartment,Southeast,60.0,45920.40526655682,Rio de Janeiro,-22.8793016,-43.3412356
apartment,Southeast,75.0,79133.62005067535,Rio de Janeiro,-22.898661,-43.288048
apartment,Southeast,83.0,104596.47998800421,Rio de Janeiro,-23.00861,-43.443699
house,Southeast,150.0,117352.15114684096,Rio de Janeiro,-22.925093,-43.327053
apartment,Southeast,150.0,255113.37205834992,Rio de Janeiro,-22.966955,-43.180164
apartment,Southeast,142.0,102045.34711939379,Rio de Janeiro,-22.898661,-43.288048
apartment,Southeast,114.0,103746.10179715202,Rio de Janeiro,-22.941095,-43.31498
apartment,Southeast,93.0,103217.76602433575,Rio de Janeiro,-22.906933,-43.289089
apartment,Southeast,76.0,66231.39759368722,Rio de Janeiro,-22.907639,-43.291534
apartment,Southeast,124.0,170075.58194021534,Rio de Janeiro,-22.924335,-43.234013
apartment,Southeast,136.0,114801.01827823056,Rio de Janeiro,-22.9199514,-43.216304
apartment,Southeast,87.0,103296.01464030548,Rio de Janeiro,-23.0067836,-43.484222
apartment,Southeast,75.0,65479.09513642645,Rio de Janeiro,-22.904787,-43.091812
apartment,Southeast,55.0,45587.84098092773,Rio de Janeiro,-22.9006497,-43.2869623
apartment,Southeast,63.0,45920.40526655682,Rio de Janeiro,-22.911716,-43.067528
apartment,Southeast,226.0,221098.25805583148,Rio de Janeiro,-22.906288,-43.099586
apartment,Southeast,114.0,206435.5320486715,Rio de Janeiro,-23.000669,-43.392197
apartment,Southeast,69.0,132658.95517428813,Rio de Janeiro,-22.936752,-43.175926
house,Southeast,141.0,147965.7574977891,Rio de Janeiro,-22.918671,-43.403999
apartment,Southeast,140.0,118700.4326319323,Rio de Janeiro,-22.918791,-43.258911
apartment,Southeast,116.0,270086.4906035888,Rio de Janeiro,-22.968903,-43.185005
apartment,Southeast,113.0,125685.85537245707,Rio de Janeiro,-22.9310099,-43.3256779
apartment,Southeast,124.0,84187.41022333622,Rio de Janeiro,-22.905773,-43.096428
house,Southeast,140.0,112249.88540962014,Rio de Janeiro,-22.943417,-43.031635
apartment,Southeast,58.0,45587.84098092773,Rio de Janeiro,-22.836164,-43.322224
apartment,Southeast,68.0,47621.158240368866,Rio de Janeiro,-22.916952,-43.258148
apartment,Southeast,68.0,154944.02536835056,Rio de Janeiro,-22.9651813,-43.1804695
apartment,Southeast,60.0,48168.286835482286,Rio de Janeiro,-22.905895,-43.357468
apartment,Southeast,128.0,212594.4795552019,Rio de Janeiro,-23.009256,-43.422049
apartment,Southeast,57.0,50852.59502481798,Rio de Janeiro,-22.9223407,-43.2179683
apartment,Southeast,215.0,202389.9429689217,Rio de Janeiro,-22.9190616,-43.2237641
apartment,Southeast,138.0,111819.24539039962,Rio de Janeiro,-22.941095,-43.31498
house,Southeast,180.0,59526.449504407254,Rio de Janeiro,-22.788343,-42.137508
house,Southeast,115.0,68030.23311687537,Rio de Janeiro,-22.844046,-43.26207
apartment,Southeast,86.0,124155.17667365851,Rio de Janeiro,-23.00938,-43.447727
apartment,Southeast,91.0,149321.70162880214,Rio de Janeiro,-22.912468,-43.226757
apartment,Southeast,132.0,126441.75997191897,Rio de Janeiro,-22.925093,-43.327053
apartment,Southeast,100.0,95242.32159257623,Rio de Janeiro,-22.898705,-43.043774
apartment,Southeast,150.0,161571.80343958572,Rio de Janeiro,-22.90184,-43.112083
apartment,Southeast,88.0,82574.20941157626,Rio de Janeiro,-22.932259,-43.362823
apartment,Southeast,120.0,272120.9358753938,Rio de Janeiro,-22.986431,-43.1919109
house,Southeast,180.0,202389.9429689217,Rio de Janeiro,-22.928087,-43.346363
apartment,Southeast,71.0,83337.03203248403,Rio de Janeiro,-22.930389,-43.269073
house,Southeast,97.0,76534.01161750498,Rio de Janeiro,-22.938358,-43.0171505
house,Southeast,160.0,182351.3860750111,Rio de Janeiro,-22.882582,-43.298565
house,Southeast,241.0,100344.59414558174,Rio de Janeiro,-22.896902,-43.058937
house,Southeast,180.0,134941.23771241817,Rio de Janeiro,-22.918318,-43.344315
apartment,Southeast,97.0,118882.82984563951,Rio de Janeiro,-22.9310099,-43.3256779
apartment,Southeast,80.0,68030.23311687537,Rio de Janeiro,-22.962261,-43.421124
apartment,Southeast,78.0,76534.01161750498,Rio de Janeiro,-22.973051,-43.377895
house,Southeast,220.0,187083.13894147455,Rio de Janeiro,-22.921131,-43.245701
apartment,Southeast,113.0,170309.31564410016,Rio de Janeiro,-23.021433,-43.486507
house,Southeast,250.0,178579.36044084496,Rio de Janeiro,-22.898705,-43.043774
apartment,Southeast,100.0,85037.79011813458,Rio de Janeiro,-22.736795,-42.883278
house,Southeast,105.0,84867.71584312108,Rio de Janeiro,-22.879103,-42.047253
house,Southeast,133.0,83337.03203248403,Rio de Janeiro,-22.881121,-42.016003
apartment,Southeast,68.0,103217.76602433575,Rio de Janeiro,-22.9972243,-43.3045718
apartment,Southeast,80.0,93541.56861876418,Rio de Janeiro,-22.881121,-42.016003
house,Southeast,158.0,71431.74076844564,Rio de Janeiro,-22.788343,-42.137508
apartment,Southeast,140.0,280624.7143760234,Rio de Janeiro,-22.9675399,-43.0316828
house,Southeast,178.0,89289.67766450322,Rio de Janeiro,-22.9339147,-43.0267151
house,Southeast,120.0,102428.58165224842,Rio de Janeiro,-22.928732,-43.392815
apartment,Southeast,80.0,127556.85812773803,Rio de Janeiro,-22.955729,-43.190456
apartment,Southeast,140.0,136060.4679376969,Rio de Janeiro,-22.881121,-42.016003
house,Southeast,143.0,187083.13894147455,Rio de Janeiro,-22.9403431,-43.3536966
apartment,Southeast,95.0,56975.31663579684,Rio de Janeiro,-22.824287,-43.043255
apartment,Southeast,61.0,152897.94895999646,Rio de Janeiro,-22.966955,-43.180164
house,Southeast,150.0,86738.54309194665,Rio de Janeiro,-22.993822,-43.452011
apartment,Southeast,68.0,51608.88301216788,Rio de Janeiro,-22.900887,-43.271664
apartment,Southeast,66.0,52723.42908942821,Rio de Janeiro,-22.8894284,-43.2778913
apartment,Southeast,100.0,110098.94645008375,Rio de Janeiro,-22.896641,-43.100796
apartment,Southeast,84.0,100167.9187831098,Rio de Janeiro,-23.012009,-43.450447
apartment,Southeast,73.0,79133.62005067535,Rio de Janeiro,-22.924335,-43.234013
apartment,Southeast,68.0,136060.4679376969,Rio de Janeiro,-22.947811,-43.185612
apartment,Southeast,150.0,238105.81505709072,Rio de Janeiro,-22.9654204,-43.1926483
apartment,Southeast,61.0,50748.73098609068,Rio de Janeiro,-22.824972,-43.330673
apartment,Southeast,180.0,172029.60776863137,Rio de Janeiro,-23.0126529,-43.4511756
apartment,Southeast,80.0,81636.27735472581,Rio de Janeiro,-22.9061458,-43.2921114
house,Southeast,201.0,198988.43020551297,Rio de Janeiro,-22.9509745,-43.3317472
house,Southeast,88.0,51022.67100377765,Rio de Janeiro,-22.8951233,-42.7954729
apartment,Southeast,114.0,100344.59414558174,Rio de Janeiro,-22.888702,-43.277866
house,Southeast,124.0,118700.4326319323,Rio de Janeiro,-22.944475,-43.384224
apartment,Southeast,62.0,81636.27735472581,Rio de Janeiro,-22.900093,-43.29903
apartment,Southeast,70.0,153966.50212226494,Rio de Janeiro,-22.9216587,-43.2347815
apartment,Southeast,60.0,113950.63838343219,Rio de Janeiro,-22.904919,-43.12339
apartment,Southeast,160.0,253412.61908453787,Rio de Janeiro,-22.989658,-43.351852
apartment,Southeast,110.0,167384.80727516857,Rio de Janeiro,-23.0191104,-43.4658438
apartment,Southeast,134.0,151367.2651493594,Rio de Janeiro,-22.924335,-43.234013
house,Southeast,108.0,269092.0335404764,Rio de Janeiro,-22.95433,-43.195595
apartment,Southeast,67.0,51264.818793844664,Rio de Janeiro,-22.906544,-43.269073
apartment,Southeast,100.0,277772.4226536235,Rio de Janeiro,-22.985123,-43.195297
house,Southeast,140.0,59526.449504407254,Rio de Janeiro,-22.933952,-42.824596
house,Southeast,180.0,135210.08804289854,Rio de Janeiro,-22.928339,-43.335056
house,Southeast,117.0,79935.52438091376,Rio de Janeiro,-22.90933,-43.387295
apartment,Southeast,64.0,127386.60834626912,Rio de Janeiro,-23.001205,-43.341537
apartment,Southeast,85.0,91175.68877764013,Rio de Janeiro,-22.957439,-43.266655
apartment,Southeast,86.0,122454.4168840618,Rio de Janeiro,-22.97099,-43.392702
apartment,Southeast,77.0,93541.56861876418,Rio de Janeiro,-22.970919,-43.397652
apartment,Southeast,90.0,87588.922986745,Rio de Janeiro,-22.896837,-43.278645
apartment,Southeast,110.0,161571.80343958572,Rio de Janeiro,-22.966091,-43.188034
apartment,Southeast,70.0,54424.18376718643,Rio de Janeiro,-22.906979,-43.284798
house,Southeast,180.0,119052.90412065301,Rio de Janeiro,-22.947508,-43.029007
apartment,Southeast,54.0,223638.49589263773,Rio de Janeiro,-22.982672,-43.202557
apartment,Southeast,74.0,51608.88301216788,Rio de Janeiro,-22.836517,-43.27874
apartment,Southeast,118.0,160721.42354478737,Rio de Janeiro,-22.890429,-43.089886
apartment,Southeast,75.0,163428.1284025675,Rio de Janeiro,-22.964071,-43.178783
apartment,Southeast,106.0,162567.9814883288,Rio de Janeiro,-22.933029,-43.244469
apartment,Southeast,211.0,158170.29067617696,Rio de Janeiro,-23.003108,-43.4838283
apartment,Southeast,83.0,55049.472373068784,Rio de Janeiro,-22.891279,-43.273914
apartment,Southeast,68.0,68030.23311687537,Rio de Janeiro,-22.917055,-43.386261
house,Southeast,170.0,124155.17667365851,Rio de Janeiro,-22.892319,-43.27689
apartment,Southeast,89.0,101497.46708401988,Rio de Janeiro,-22.941095,-43.31498
house,Southeast,107.0,76534.01161750498,Rio de Janeiro,-22.788343,-42.137508
apartment,Southeast,73.0,107147.61285661464,Rio de Janeiro,-22.931217,-43.097942
apartment,Southeast,61.0,146225.16967043976,Rio de Janeiro,-22.978214,-43.1922005
house,Southeast,130.0,76534.01161750498,Rio de Janeiro,-23.005417,-43.531849
apartment,Southeast,60.0,73982.87874889455,Rio de Janeiro,-22.934404,-43.358997
apartment,Southeast,84.0,161571.80343958572,Rio de Janeiro,-22.936693,-43.183189
apartment,Southeast,55.0,76120.69732293017,Rio de Janeiro,-22.91704,-43.178558
apartment,Southeast,130.0,136060.4679376969,Rio de Janeiro,-22.904219,-43.105701
house,Southeast,101.0,65479.09513642645,Rio de Janeiro,-22.89896,-43.290958
apartment,Southeast,106.0,112451.03114302413,Rio de Janeiro,-22.917604,-43.2368237
house,Southeast,158.0,221098.25805583148,Rio de Janeiro,-22.938498,-43.044174
apartment,Southeast,55.0,46770.78345740901,Rio de Janeiro,-22.909166,-43.301693
apartment,Southeast,76.0,86058.24428794645,Rio de Janeiro,-22.9312624,-43.3768086
apartment,Southeast,85.0,91175.68877764013,Rio de Janeiro,-22.941095,-43.31498
apartment,Southeast,88.0,40818.13782538982,Rio de Janeiro,-22.9257508,-42.8155961
apartment,Southeast,58.0,49888.584071852,Rio de Janeiro,-22.9350235,-43.3639136
apartment,Southeast,65.0,237400.8652638646,Rio de Janeiro,-22.982061,-43.221882
house,Southeast,147.0,98056.87601917279,Rio de Janeiro,-22.90233,-43.051617
apartment,Southeast,57.0,45243.783578389186,Rio de Janeiro,-22.8885004,-43.279618
house,Southeast,150.0,76534.01161750498,Rio de Janeiro,-22.465082,-41.939487
apartment,Southeast,63.0,84294.50835189215,Rio de Janeiro,-22.914,-43.223469
apartment,Southeast,146.0,238105.81505709072,Rio de Janeiro,-22.914404,-43.219326
apartment,Southeast,100.0,104938.05814886696,Rio de Janeiro,-23.0185932,-43.4666103
apartment,Southeast,59.0,59526.449504407254,Rio de Janeiro,-22.836517,-43.27874
apartment,Southeast,87.0,73132.49885409621,Rio de Janeiro,-22.887466,-43.269073
apartment,Southeast,80.0,110549.1256200234,Rio de Janeiro,-22.881121,-42.016003
apartment,Southeast,70.0,120420.72475646349,Rio de Janeiro,-23.001205,-43.341537
house,Southeast,250.0,142784.5786055927,Rio de Janeiro,-22.929174,-43.231567
apartment,Southeast,98.0,127556.68262128263,Rio de Janeiro,-22.904652,-43.098652
apartment,Southeast,65.0,55909.619287307476,Rio de Janeiro,-22.864262,-43.098774
apartment,Southeast,72.0,93541.56861876418,Rio de Janeiro,-22.9561305,-43.0291246
apartment,Southeast,108.0,77413.32111035948,Rio de Janeiro,-22.926907,-43.212238
apartment,Southeast,100.0,120420.72475646349,Rio de Janeiro,-22.927893,-43.244083
apartment,Southeast,151.0,240841.45632871165,Rio de Janeiro,-22.962196,-43.178349
apartment,Southeast,220.0,229602.03655646113,Rio de Janeiro,-22.966955,-43.180164
apartment,Southeast,203.0,258044.41506083938,Rio de Janeiro,-23.0214443,-43.47172
apartment,Southeast,65.0,54254.10778822676,Rio de Janeiro,-22.935173,-43.070477
house,Southeast,177.0,103217.76602433575,Rio de Janeiro,-22.928484,-43.385403
apartment,Southeast,70.0,98643.83435598503,Rio de Janeiro,-22.924335,-43.234013
apartment,Southeast,76.0,100344.59414558174,Rio de Janeiro,-22.898926,-43.105171
house,Southeast,230.0,255113.37205834992,Rio de Janeiro,-22.827602,-43.058182
house,Southeast,222.0,141162.73367491772,Rio de Janeiro,-22.899364,-43.292526
apartment,Southeast,140.0,79935.52438091376,Rio de Janeiro,-22.906288,-43.099586
house,Southeast,180.0,111819.24539039962,Rio de Janeiro,-22.914307,-43.387646
apartment,Southeast,115.0,214295.23252901394,Rio de Janeiro,-22.904835,-43.103195
house,Southeast,198.0,189232.57161259762,Rio de Janeiro,-22.922892,-43.345169
apartment,Southeast,134.0,232239.9752587016,Rio de Janeiro,-22.933924,-43.238361
apartment,Southeast,159.0,107147.61285661464,Rio de Janeiro,-22.896641,-43.100796
apartment,Southeast,140.0,125005.5497526722,Rio de Janeiro,-23.0108349,-43.4742014
house,Southeast,80.0,66329.47332727864,Rio de Janeiro,-22.927038,-43.3493
apartment,Southeast,88.0,168374.8272624571,Rio de Janeiro,-22.9558434,-43.1899637
apartment,Southeast,70.0,221098.25805583148,Rio de Janeiro,-22.961102,-43.204967
house,Southeast,200.0,91840.81564495213,Rio de Janeiro,-22.943913,-43.352394
house,Southeast,180.0,68030.23311687537,Rio de Janeiro,-22.940199,-43.0527096
apartment,Southeast,69.0,100344.59414558174,Rio de Janeiro,-22.956388,-43.375317
apartment,Southeast,100.0,215037.01141473537,Rio de Janeiro,-22.9743838003,-43.1891595257
apartment,Southeast,246.0,169055.1277704035,Rio de Janeiro,-22.9681736,-43.3907025
apartment,Southeast,166.0,144564.24643832652,Rio de Janeiro,-22.941095,-43.31498
house,Southeast,95.0,68030.23311687537,Rio de Janeiro,-22.867739,-42.003288
apartment,Southeast,102.0,93541.56861876418,Rio de Janeiro,-22.8820481,-43.3656423
house,Southeast,186.0,212594.4795552019,Rio de Janeiro,-23.003313,-43.440395
apartment,Southeast,59.0,64628.72035346659,Rio de Janeiro,-22.968031,-43.47411
apartment,Southeast,58.0,43007.39683031933,Rio de Janeiro,-22.896597,-43.281239
apartment,Southeast,100.0,125855.92964747056,Rio de Janeiro,-22.921227,-43.225548
apartment,Southeast,71.0,90659.60096988615,Rio de Janeiro,-22.9344207,-43.3291433
apartment,Southeast,144.0,166674.06917680654,Rio de Janeiro,-22.94071,-43.039398
apartment,Southeast,77.0,88269.22860652987,Rio de Janeiro,-22.92079,-43.246937
house,Southeast,145.0,107147.61285661464,Rio de Janeiro,-22.525639,-41.946548
apartment,Southeast,86.0,168374.8272624571,Rio de Janeiro,-22.906288,-43.099586
apartment,Southeast,160.0,272120.9358753938,Rio de Janeiro,-22.975819,-43.373543
apartment,Southeast,78.0,76534.01161750498,Rio de Janeiro,-22.916265,-43.218224
apartment,Southeast,137.0,200689.18829116347,Rio de Janeiro,-22.956388,-43.375317
