property_type,region,area_m2,price_usd,state,lat,lon
apartment,Southeast,141.0,358859.13,Minas Gerais,-19.925079,-43.96394
apartment,Southeast,220.0,199712.91,Minas Gerais,-19.946831,-43.954407
house,Southeast,250.0,183069.25,Minas Gerais,-21.777766,-46.559126
apartment,Southeast,100.0,118579.54,Minas Gerais,-19.949446,-43.942451
apartment,Southeast,160.0,296448.85,Minas Gerais,-19.950769,-43.936256
apartment,Southeast,87.0,230918.05,Minas Gerais,-19.961142,-43.965134
apartment,Southeast,150.0,358859.13,Minas Gerais,-19.974228,-43.963299
apartment,Southeast,70.0,78012.85,Minas Gerais,-19.873545,-43.937592
apartment,Southeast,220.0,305810.39,Minas Gerais,-19.971008,-43.968487
apartment,Southeast,135.0,216875.74,Minas Gerais,-19.953047,-43.934128
apartment,Southeast,95.0,155401.61,Minas Gerais,-19.94371,-43.951164
apartment,Southeast,86.0,168507.77,Minas Gerais,-19.91897,-43.98877
apartment,Southeast,135.0,248080.88,Minas Gerais,-19.944582,-43.950823
house,Southeast,140.0,123098.28,Minas Gerais,-21.7965614,-46.5476084
apartment,Southeast,112.0,209074.45,Minas Gerais,-19.968262,-43.968708
apartment,Southeast,140.0,302689.88,Minas Gerais,-19.949526,-43.958916
apartment,Southeast,72.0,265243.71,Minas Gerais,-19.935631,-43.932206
apartment,Southeast,62.0,179429.56,Minas Gerais,-20.108986,-43.905514
apartment,Southeast,60.0,78012.85,Minas Gerais,-19.841822,-43.939072
apartment,Southeast,56.0,165387.25,Minas Gerais,-19.936342,-43.954357
apartment,Southeast,170.0,327653.99,Minas Gerais,-19.94332,-43.921644
apartment,Southeast,60.0,162266.74,Minas Gerais,-19.943851,-43.945972
apartment,Southeast,71.0,121700.05,Minas Gerais,-19.813911,-43.966324
apartment,Southeast,77.0,78949.01,Minas Gerais,-21.747189,-43.386169
apartment,Southeast,85.0,93615.42,Minas Gerais,-19.912306,-43.925755
apartment,Southeast,110.0,126692.87,Minas Gerais,-19.927441,-43.915642
apartment,Southeast,176.0,193471.88,Minas Gerais,-19.938793,-43.932907
apartment,Southeast,100.0,202833.42,Minas Gerais,-19.958302,-43.937965
apartment,Southeast,90.0,92055.17,Minas Gerais,-19.945051,-43.940212
apartment,Southeast,99.0,149784.68,Minas Gerais,-19.97974,-43.974335
house,Southeast,200.0,249641.14,Minas Gerais,-19.897968,-43.973152
apartment,Southeast,59.0,127316.98,Minas Gerais,-19.944452,-43.940056
apartment,Southeast,162.0,102977.59,Minas Gerais,-18.89432,-48.261749
apartment,Southeast,173.0,343256.56,Minas Gerais,-19.972874,-43.971378
apartment,Southeast,178.0,514884.85,Minas Gerais,-19.976337,-43.94408
apartment,Southeast,75.0,109217.99,Minas Gerais,-19.874514,-43.918346
apartment,Southeast,54.0,78012.85,Minas Gerais,-19.917564,-43.939598
apartment,Southeast,118.0,87374.39,Minas Gerais,-19.935745,-43.919758
apartment,Southeast,67.0,200508.64,Minas Gerais,-19.925545,-43.939018
apartment,Southeast,116.0,186700.36,Minas Gerais,-19.941496,-43.922215
apartment,Southeast,112.0,105738.27,Minas Gerais,-21.7919127,-46.5996172
apartment,Southeast,226.0,265243.71,Minas Gerais,-19.925392,-43.940102
apartment,Southeast,65.0,93615.42,Minas Gerais,-19.91238,-43.935436
house,Southeast,120.0,134182.11,Minas Gerais,-19.954792,-43.977425
apartment,Southeast,68.0,85814.14,Minas Gerais,-19.925079,-43.96394
apartment,Southeast,166.0,199400.86,Minas Gerais,-19.979595,-43.966721
apartment,Southeast,165.0,499282.28,Minas Gerais,-19.934837,-43.927746
apartment,Southeast,87.0,154465.45,Minas Gerais,-19.973091,-43.969785
apartment,Southeast,65.0,99856.45,Minas Gerais,-19.91625,-43.918468
apartment,Southeast,138.0,337015.54,Minas Gerais,-19.95405,-43.937145
apartment,Southeast,170.0,464956.62,Minas Gerais,-19.930624,-43.957472
apartment,Southeast,80.0,151344.94,Minas Gerais,-19.919086,-43.972435
apartment,Southeast,160.0,499282.28,Minas Gerais,-19.934652,-43.932949
apartment,Southeast,113.0,94690.99,Minas Gerais,-19.925545,-43.939018
apartment,Southeast,113.0,312051.42,Minas Gerais,-19.934652,-43.932949
house,Southeast,79.0,121700.05,Minas Gerais,-19.90115,-43.979439
apartment,Southeast,75.0,93615.42,Minas Gerais,-19.949297,-43.955235
apartment,Southeast,86.0,131061.59,Minas Gerais,-19.934652,-43.932949
apartment,Southeast,83.0,390064.28,Minas Gerais,-19.934652,-43.932949
apartment,Southeast,116.0,104160.09,Minas Gerais,-18.512178,-44.5550308
house,Southeast,113.0,101003.72,Minas Gerais,-21.7954869,-46.5715533
apartment,Southeast,150.0,224677.02,Minas Gerais,-19.942211,-43.957344
apartment,Southeast,164.0,209074.45,Minas Gerais,-19.910908,-43.960365
apartment,Southeast,132.0,213755.22,Minas Gerais,-19.940832,-43.91806
apartment,Southeast,240.0,123260.31,Minas Gerais,-19.934652,-43.932949
apartment,Southeast,123.0,234038.56,Minas Gerais,-19.971008,-43.968487
apartment,Southeast,130.0,271484.74,Minas Gerais,-19.88744,-43.923004
apartment,Southeast,70.0,165387.25,Minas Gerais,-19.925079,-43.96394
apartment,Southeast,88.0,221556.51,Minas Gerais,-19.947233,-43.954371
apartment,Southeast,126.0,218123.94,Minas Gerais,-19.878374,-43.929893
apartment,Southeast,109.0,312051.42,Minas Gerais,-19.956898,-43.936726
apartment,Southeast,87.0,87374.39,Minas Gerais,-19.949297,-43.955235
apartment,Southeast,75.0,121700.05,Minas Gerais,-19.944471,-43.950581
apartment,Southeast,144.0,234038.56,Minas Gerais,-19.943922,-43.92392
apartment,Southeast,75.0,140423.14,Minas Gerais,-19.940149,-43.957771
apartment,Southeast,130.0,193471.88,Minas Gerais,-19.947042,-43.960869
apartment,Southeast,100.0,215315.48,Minas Gerais,-19.946577,-43.937794
apartment,Southeast,64.0,145415.96,Minas Gerais,-19.933314,-43.919197
apartment,Southeast,90.0,84253.88,Minas Gerais,-19.934652,-43.932949
apartment,Southeast,146.0,505523.31,Minas Gerais,-19.933792,-43.942642
apartment,Southeast,70.0,109217.99,Minas Gerais,-19.933216,-43.979431
apartment,Southeast,146.0,343256.56,Minas Gerais,-19.938972,-43.92263
house,Southeast,140.0,215315.48,Minas Gerais,-20.108986,-43.905514
apartment,Southeast,231.0,171628.28,Minas Gerais,-19.943756,-43.932953
house,Southeast,110.0,101003.72,Minas Gerais,-19.837467,-43.975677
apartment,Southeast,170.0,174748.79,Minas Gerais,-19.855978,-43.955601
apartment,Southeast,140.0,263683.45,Minas Gerais,-19.944958,-43.945988
apartment,Southeast,103.0,183786.11,Minas Gerais,-19.934685,-43.921222
apartment,Southeast,248.0,461836.11,Minas Gerais,-19.944798,-43.953268
house,Southeast,150.0,268291.14,Minas Gerais,-21.7800655,-46.5649154
apartment,Southeast,228.0,209074.45,Minas Gerais,-19.892963,-43.931
apartment,Southeast,105.0,305810.39,Minas Gerais,-19.930971,-43.94487
apartment,Southeast,140.0,305810.39,Minas Gerais,-19.968262,-43.968708
apartment,Southeast,99.0,289178.05,Minas Gerais,-19.947597,-43.931738
apartment,Southeast,140.0,241609.24,Minas Gerais,-19.945493,-43.945925
house,Southeast,218.0,265243.71,Minas Gerais,-18.926967,-48.237569
apartment,Southeast,70.0,196592.39,Minas Gerais,-19.946743,-43.957489
apartment,Southeast,81.0,154371.84,Minas Gerais,-19.87273,-43.957291
apartment,Southeast,95.0,131061.59,Minas Gerais,-19.952253,-43.937386
apartment,Southeast,200.0,205953.94,Minas Gerais,-19.953848,-43.912674
house,Southeast,153.0,110472.82,Minas Gerais,-21.8095282,-46.5698414
apartment,Southeast,158.0,430630.96,Minas Gerais,-19.941496,-43.922215
apartment,Southeast,110.0,156025.71,Minas Gerais,-19.964045,-43.950996
apartment,Southeast,60.0,77700.8,Minas Gerais,-19.897554,-43.92289
apartment,Southeast,100.0,249641.14,Minas Gerais,-19.958302,-43.937965
apartment,Southeast,137.0,432191.22,Minas Gerais,-19.978322,-43.932127
apartment,Southeast,213.0,265243.71,Minas Gerais,-21.75814,-43.354282
apartment,Southeast,111.0,99544.4,Minas Gerais,-21.760976,-43.347949
apartment,Southeast,81.0,126380.82,Minas Gerais,-19.87273,-43.957291
apartment,Southeast,130.0,277725.76,Minas Gerais,-19.873972,-43.929592
apartment,Southeast,67.0,171628.28,Minas Gerais,-19.925545,-43.939018
apartment,Southeast,100.0,134182.11,Minas Gerais,-19.927441,-43.915642
apartment,Southeast,126.0,255882.16,Minas Gerais,-19.9519,-43.9352
apartment,Southeast,85.0,152905.19,Minas Gerais,-19.885906,-43.985767
apartment,Southeast,170.0,390064.28,Minas Gerais,-19.929045,-43.966324
apartment,Southeast,99.0,118579.54,Minas Gerais,-19.839961,-43.956001
apartment,Southeast,59.0,237102.91,Minas Gerais,-19.929571,-43.94274
apartment,Southeast,108.0,107969.79,Minas Gerais,-19.966087,-43.983047
house,Southeast,172.0,119941.92,Minas Gerais,-21.7928394,-46.573744
apartment,Southeast,69.0,152905.19,Minas Gerais,-19.949526,-43.958916
apartment,Southeast,80.0,140423.14,Minas Gerais,-19.944889,-43.951225
apartment,Southeast,160.0,154465.45,Minas Gerais,-19.813911,-43.966324
apartment,Southeast,120.0,131061.59,Minas Gerais,-19.939901,-43.958794
apartment,Southeast,78.0,106097.48,Minas Gerais,-19.949953,-43.936035
apartment,Southeast,165.0,196592.39,Minas Gerais,-19.944889,-43.951225
apartment,Southeast,100.0,165387.25,Minas Gerais,-19.972988,-43.960626
apartment,Southeast,71.0,99856.45,Minas Gerais,-19.958912,-43.982014
apartment,Southeast,127.0,143543.65,Minas Gerais,-19.948112,-43.943111
apartment,Southeast,100.0,361979.65,Minas Gerais,-19.938253,-43.935932
apartment,Southeast,91.0,206578.04,Minas Gerais,-19.919613,-43.963384
apartment,Southeast,174.0,224677.02,Minas Gerais,-19.883171,-43.996708
apartment,Southeast,110.0,137302.62,Minas Gerais,-19.949545,-43.953651
apartment,Southeast,112.0,118579.54,Minas Gerais,-19.937506,-43.917372
apartment,Southeast,75.0,171628.28,Minas Gerais,-19.934652,-43.932949
apartment,Southeast,72.0,283966.79,Minas Gerais,-19.934652,-43.932949
apartment,Southeast,155.0,495849.71,Minas Gerais,-19.939644,-43.956642
house,Southeast,180.0,94690.99,Minas Gerais,-19.7586897,-43.9472551
apartment,Southeast,88.0,152905.19,Minas Gerais,-19.900229,-43.927546
apartment,Southeast,150.0,265243.71,Minas Gerais,-19.914993,-43.976551
apartment,Southeast,115.0,149784.68,Minas Gerais,-19.922459,-43.946449
apartment,Southeast,94.0,88934.65,Minas Gerais,-19.947739,-43.973354
apartment,Southeast,200.0,280846.28,Minas Gerais,-19.953848,-43.912674
apartment,Southeast,230.0,234038.56,Minas Gerais,-19.944471,-43.950581
apartment,Southeast,160.0,358859.13,Minas Gerais,-19.944925,-43.93055
apartment,Southeast,105.0,149784.68,Minas Gerais,-19.961142,-43.965134
apartment,Southeast,150.0,305810.39,Minas Gerais,-19.930576,-43.923805
apartment,Southeast,82.0,88934.65,Minas Gerais,-19.954363,-43.979061
apartment,Southeast,114.0,99856.45,Minas Gerais,-19.929073,-43.928181
apartment,Southeast,100.0,85814.14,Minas Gerais,-19.962135,-43.974659
apartment,Southeast,80.0,146664.17,Minas Gerais,-19.904825,-43.930565
apartment,Southeast,101.0,121700.05,Minas Gerais,-19.921576,-44.084366
house,Southeast,200.0,358859.13,Minas Gerais,-19.945929,-43.940456
apartment,Southeast,160.0,399425.82,Minas Gerais,-19.944925,-43.93055
apartment,Southeast,180.0,390064.28,Minas Gerais,-19.938831,-43.946064
apartment,Southeast,67.0,83005.67,Minas Gerais,-18.937464,-48.237104
apartment,Southeast,110.0,131061.59,Minas Gerais,-19.929045,-43.966324
apartment,Southeast,185.0,358859.13,Minas Gerais,-19.949526,-43.958916
apartment,Southeast,90.0,165387.25,Minas Gerais,-19.936226,-43.968315
apartment,Southeast,106.0,165387.25,Minas Gerais,-19.922459,-43.946449
apartment,Southeast,90.0,115459.02,Minas Gerais,-19.944889,-43.951225
apartment,Southeast,105.0,143543.65,Minas Gerais,-19.977613,-43.966965
apartment,Southeast,140.0,277725.76,Minas Gerais,-19.935669,-43.940399
apartment,Southeast,63.0,131061.59,Minas Gerais,-19.950008,-43.938229
apartment,Southeast,76.0,234038.56,Minas Gerais,-19.934652,-43.932949
apartment,Southeast,95.0,121700.05,Minas Gerais,-19.890249,-43.925018
apartment,Southeast,75.0,112338.51,Minas Gerais,-19.935469,-43.920742
apartment,Southeast,150.0,265243.71,Minas Gerais,-19.931278,-43.952976
apartment,Southeast,87.0,106097.48,Minas Gerais,-19.927441,-43.915642
house,Southeast,110.0,101003.72,Minas Gerais,-21.8068992,-46.5662039
apartment,Southeast,97.0,127941.08,Minas Gerais,-19.949545,-43.953651
apartment,Southeast,56.0,89870.81,Minas Gerais,-19.961142,-43.965134
apartment,Southeast,130.0,182550.08,Minas Gerais,-19.947042,-43.960869
apartment,Southeast,107.0,265243.71,Minas Gerais,-19.941496,-43.922215
apartment,Southeast,140.0,293328.34,Minas Gerais,-19.944958,-43.945988
apartment,Southeast,113.0,174748.79,Minas Gerais,-19.935871,-43.974991
apartment,Southeast,103.0,268364.22,Minas Gerais,-19.944925,-43.93055
apartment,Southeast,120.0,184110.34,Minas Gerais,-19.934652,-43.932949
house,Southeast,245.0,405666.85,Minas Gerais,-19.94021,-43.965355
apartment,Southeast,88.0,177869.31,Minas Gerais,-19.940199,-43.914474
apartment,Southeast,186.0,187230.85,Minas Gerais,-19.930895,-43.969776
apartment,Southeast,96.0,123260.31,Minas Gerais,-19.978752,-43.967831
house,Southeast,250.0,224677.02,Minas Gerais,-19.933344,-43.969791
apartment,Southeast,105.0,124820.57,Minas Gerais,-18.92553,-48.252296
apartment,Southeast,62.0,193471.88,Minas Gerais,-19.947233,-43.954371
apartment,Southeast,115.0,162266.74,Minas Gerais,-19.970627,-43.972694
apartment,Southeast,110.0,120139.79,Minas Gerais,-19.949545,-43.953651
apartment,Southeast,80.0,146664.17,Minas Gerais,-19.905506,-43.919117
apartment,Southeast,122.0,171628.28,Minas Gerais,-19.976994,-43.974663
apartment,Southeast,95.0,143543.65,Minas Gerais,-19.953962,-43.937527
apartment,Southeast,75.0,180989.82,Minas Gerais,-19.925079,-43.96394
apartment,Southeast,130.0,171628.28,Minas Gerais,-19.972874,-43.971378
apartment,Southeast,130.0,140423.14,Minas Gerais,-19.9713,-43.969574
apartment,Southeast,90.0,109217.99,Minas Gerais,-19.949446,-43.942451
apartment,Southeast,150.0,159146.22,Minas Gerais,-19.940088,-43.964367
apartment,Southeast,75.0,109217.99,Minas Gerais,-19.879478,-43.998554
house,Southeast,203.0,224677.02,Minas Gerais,-20.108986,-43.905514
apartment,Southeast,180.0,165387.25,Minas Gerais,-19.9713,-43.969574
apartment,Southeast,84.0,137302.62,Minas Gerais,-19.967459,-43.968666
apartment,Southeast,120.0,159146.22,Minas Gerais,-19.891613,-43.930923
apartment,Southeast,70.0,90182.86,Minas Gerais,-18.913077,-48.253524
house,Southeast,178.0,296448.85,Minas Gerais,-20.108986,-43.905514
apartment,Southeast,102.0,265243.71,Minas Gerais,-19.953047,-43.934128
apartment,Southeast,84.0,112338.51,Minas Gerais,-19.939289,-43.969303
apartment,Southeast,95.0,171628.28,Minas Gerais,-19.956335,-43.939217
apartment,Southeast,140.0,240279.59,Minas Gerais,-19.973309,-43.970669
apartment,Southeast,100.0,165387.25,Minas Gerais,-19.919283,-43.929672
apartment,Southeast,68.0,92055.17,Minas Gerais,-19.81794,-43.952885
apartment,Southeast,73.0,123260.31,Minas Gerais,-19.940578,-43.964821
apartment,Southeast,100.0,140423.14,Minas Gerais,-19.937017,-43.919189
apartment,Southeast,68.0,165387.25,Minas Gerais,-19.934168,-43.935841
apartment,Southeast,117.0,212194.96,Minas Gerais,-19.948112,-43.943111
apartment,Southeast,169.0,327653.99,Minas Gerais,-19.973309,-43.970669
apartment,Southeast,180.0,265243.71,Minas Gerais,-19.950262,-43.93475
apartment,Southeast,56.0,77700.8,Minas Gerais,-19.929184,-43.973473
apartment,Southeast,120.0,215315.48,Minas Gerais,-19.970627,-43.972694
apartment,Southeast,111.0,277725.76,Minas Gerais,-19.93081,-43.943938
apartment,Southeast,110.0,168507.77,Minas Gerais,-19.970257,-43.969566
apartment,Southeast,160.0,174748.79,Minas Gerais,-19.940578,-43.964821
apartment,Southeast,110.0,85221.89,Minas Gerais,-19.917994,-44.002056
apartment,Southeast,220.0,249641.14,Minas Gerais,-19.934399,-43.94556
apartment,Southeast,126.0,229357.79,Minas Gerais,-19.973927,-43.96764
apartment,Southeast,130.0,171628.28,Minas Gerais,-19.946604,-43.946045
apartment,Southeast,162.0,464956.62,Minas Gerais,-19.956665,-43.938538
apartment,Southeast,150.0,135723.75,Minas Gerais,-21.7941727,-46.5684018
apartment,Southeast,123.0,263683.45,Minas Gerais,-19.949545,-43.953651
apartment,Southeast,101.0,234038.56,Minas Gerais,-19.943756,-43.932953
apartment,Southeast,124.0,237159.08,Minas Gerais,-19.935143,-43.955425
apartment,Southeast,94.0,185670.59,Minas Gerais,-19.89476,-43.931461
apartment,Southeast,70.0,78012.85,Minas Gerais,-19.906591,-43.923042
house,Southeast,190.0,259002.68,Minas Gerais,-19.925297,-43.916759
apartment,Southeast,72.0,110778.25,Minas Gerais,-19.871712,-43.952068
apartment,Southeast,200.0,374461.71,Minas Gerais,-19.950464,-43.932262
apartment,Southeast,140.0,374461.71,Minas Gerais,-19.949526,-43.958916
apartment,Southeast,110.0,182550.08,Minas Gerais,-19.929073,-43.928181
apartment,Southeast,141.0,193471.88,Minas Gerais,-19.869417,-43.923409
apartment,Southeast,70.0,134182.11,Minas Gerais,-19.946831,-43.954407
apartment,Southeast,110.0,165387.25,Minas Gerais,-19.941496,-43.922215
apartment,Southeast,84.0,172564.43,Minas Gerais,-19.933314,-43.919197
apartment,Southeast,115.0,124820.57,Minas Gerais,-19.89852,-43.92194
apartment,Southeast,90.0,106097.48,Minas Gerais,-19.875305,-43.982056
apartment,Southeast,77.0,186606.75,Minas Gerais,-19.930971,-43.94487
apartment,Southeast,57.0,84253.88,Minas Gerais,-19.872416,-43.993721
apartment,Southeast,110.0,187230.85,Minas Gerais,-19.978519,-43.977764
apartment,Southeast,160.0,358859.13,Minas Gerais,-21.759084,-43.356307
apartment,Southeast,105.0,193471.88,Minas Gerais,-19.968262,-43.968708
apartment,Southeast,100.0,102976.97,Minas Gerais,-19.925392,-43.940102
apartment,Southeast,122.0,165387.25,Minas Gerais,-18.926863,-48.268448
house,Southeast,90.0,84253.88,Minas Gerais,-21.7853787,-46.5619303
apartment,Southeast,86.0,143543.65,Minas Gerais,-19.972963,-43.968342
apartment,Southeast,221.0,343256.56,Minas Gerais,-19.977613,-43.966965
apartment,Southeast,80.0,120139.79,Minas Gerais,-19.868444,-43.931419
apartment,Southeast,200.0,299569.36,Minas Gerais,-19.947042,-43.960869
apartment,Southeast,116.0,124820.57,Minas Gerais,-19.972874,-43.971378
apartment,Southeast,192.0,224677.02,Minas Gerais,-19.877435,-43.995746
apartment,Southeast,106.0,154465.45,Minas Gerais,-19.9713,-43.969574
apartment,Southeast,155.0,156025.71,Minas Gerais,-19.892237,-43.927166
apartment,Southeast,57.0,95487.73,Minas Gerais,-19.879841,-43.991804
apartment,Southeast,110.0,133870.06,Minas Gerais,-19.957218,-43.94804
apartment,Southeast,140.0,277725.76,Minas Gerais,-19.968262,-43.968708
apartment,Southeast,142.0,207514.19,Minas Gerais,-18.933544,-48.288593
apartment,Southeast,100.0,168507.77,Minas Gerais,-19.960369,-43.948536
house,Southeast,208.0,514884.85,Minas Gerais,-19.875216,-43.935848
apartment,Southeast,73.0,141085.0,Minas Gerais,-19.950008,-43.938229
house,Southeast,250.0,236727.47,Minas Gerais,-21.7949747,-46.5887044
apartment,Southeast,106.0,143543.65,Minas Gerais,-19.976994,-43.974663
apartment,Southeast,110.0,296448.85,Minas Gerais,-19.956665,-43.938538
apartment,Southeast,95.0,171628.28,Minas Gerais,-19.936226,-43.968315
apartment,Southeast,69.0,168507.77,Minas Gerais,-19.942339,-43.923336
apartment,Southeast,90.0,140423.14,Minas Gerais,-19.869539,-43.916245
apartment,Southeast,90.0,106097.48,Minas Gerais,-19.912947,-43.984196
apartment,Southeast,218.0,372333.2,Minas Gerais,-19.878443,-43.931664
apartment,Southeast,175.0,202833.42,Minas Gerais,-19.953283,-43.96394
apartment,Southeast,85.0,207514.19,Minas Gerais,-19.948797,-43.956356
apartment,Southeast,76.0,121450.41,Minas Gerais,-19.87273,-43.957291
apartment,Southeast,130.0,180989.82,Minas Gerais,-19.936554,-43.957184
apartment,Southeast,100.0,102976.97,Minas Gerais,-19.917288,-43.93536
apartment,Southeast,105.0,145103.91,Minas Gerais,-19.956665,-43.938538
apartment,Southeast,100.0,154465.45,Minas Gerais,-19.944471,-43.950581
apartment,Southeast,109.0,202833.42,Minas Gerais,-19.941496,-43.922215
apartment,Southeast,70.0,81133.37,Minas Gerais,-19.907988,-43.941303
apartment,Southeast,200.0,196592.39,Minas Gerais,-19.946089,-43.953053
apartment,Southeast,90.0,168507.77,Minas Gerais,-19.937578,-43.967274
apartment,Southeast,170.0,433751.48,Minas Gerais,-19.929045,-43.966324
apartment,Southeast,136.0,280846.28,Minas Gerais,-19.925079,-43.96394
apartment,Southeast,96.0,146664.17,Minas Gerais,-18.922094,-48.255676
apartment,Southeast,130.0,185670.59,Minas Gerais,-19.903071,-43.926108
apartment,Southeast,78.0,140360.73,Minas Gerais,-19.865603,-43.952621
apartment,Southeast,88.0,101416.71,Minas Gerais,-19.890201,-43.99564
apartment,Southeast,115.0,274605.25,Minas Gerais,-19.950899,-43.95536
apartment,Southeast,102.0,277725.76,Minas Gerais,-19.934652,-43.932949
apartment,Southeast,123.0,249641.14,Minas Gerais,-19.934652,-43.932949
apartment,Southeast,230.0,249641.14,Minas Gerais,-19.970627,-43.972694
apartment,Southeast,100.0,143543.65,Minas Gerais,-19.968262,-43.968708
apartment,Southeast,65.0,123260.31,Minas Gerais,-19.909861,-43.925758
apartment,Southeast,146.0,165387.25,Minas Gerais,-19.941496,-43.922215
apartment,Southeast,78.0,109217.99,Minas Gerais,-19.906776,-43.965393
apartment,Southeast,75.0,137302.62,Minas Gerais,-19.899199,-43.922127
apartment,Southeast,85.0,121700.05,Minas Gerais,-19.890249,-43.925018
apartment,Southeast,85.0,152905.19,Minas Gerais,-19.942406,-43.945946
apartment,Southeast,120.0,234038.56,Minas Gerais,-19.934652,-43.932949
apartment,Southeast,60.0,146664.17,Minas Gerais,-19.934652,-43.932949
apartment,Southeast,130.0,243400.11,Minas Gerais,-19.955456,-43.934349
apartment,Southeast,77.0,195032.14,Minas Gerais,-19.977847,-43.939234
apartment,Southeast,75.0,124820.57,Minas Gerais,-19.961142,-43.965134
apartment,Southeast,126.0,311739.37,Minas Gerais,-19.978713,-43.94251
house,Southeast,149.0,452474.56,Minas Gerais,-19.904806,-43.968708
apartment,Southeast,80.0,137302.62,Minas Gerais,-19.885065,-43.922215
apartment,Southeast,95.0,249641.14,Minas Gerais,-19.934652,-43.932949
apartment,Southeast,130.0,146664.17,Minas Gerais,-19.934652,-43.932949
apartment,Southeast,130.0,249641.14,Minas Gerais,-19.956898,-43.936726
house,Southeast,120.0,171628.28,Minas Gerais,-19.884584,-43.93425
apartment,Southeast,94.0,87374.39,Minas Gerais,-18.890899,-48.268809
apartment,Southeast,154.0,496161.76,Minas Gerais,-19.935884,-43.955601
apartment,Southeast,95.0,121700.05,Minas Gerais,-19.961142,-43.965134
apartment,Southeast,81.0,140423.14,Minas Gerais,-19.970627,-43.972694
apartment,Southeast,90.0,152905.19,Minas Gerais,-19.941496,-43.922215
apartment,Southeast,90.0,162266.74,Minas Gerais,-19.950006,-43.928867
apartment,Southeast,80.0,121700.05,Minas Gerais,-19.865444,-43.94529
apartment,Southeast,103.0,152593.14,Minas Gerais,-19.920895,-43.978848
apartment,Southeast,92.0,205953.94,Minas Gerais,-20.108986,-43.905514
apartment,Southeast,69.0,84906.25,Minas Gerais,-18.512178,-44.5550308
apartment,Southeast,146.0,452474.56,Minas Gerais,-19.928505,-43.953594
apartment,Southeast,90.0,201273.16,Minas Gerais,-19.950262,-43.93475
apartment,Southeast,62.0,136986.51,Minas Gerais,-19.950008,-43.938229
apartment,Southeast,125.0,155401.61,Minas Gerais,-19.95405,-43.937145
apartment,Southeast,82.0,140423.14,Minas Gerais,-19.875681,-43.997414
apartment,Southeast,64.0,199712.91,Minas Gerais,-19.930971,-43.94487
apartment,Southeast,100.0,155401.61,Minas Gerais,-19.885361,-43.925041
apartment,Southeast,164.0,237159.08,Minas Gerais,-19.907,-43.929871
apartment,Southeast,106.0,180989.82,Minas Gerais,-19.974228,-43.963299
apartment,Southeast,105.0,137302.62,Minas Gerais,-19.979595,-43.966721
apartment,Southeast,147.0,274605.25,Minas Gerais,-19.971008,-43.968487
apartment,Southeast,106.0,174748.79,Minas Gerais,-19.979929,-43.975361
apartment,Southeast,84.0,117019.28,Minas Gerais,-19.933819,-43.976162
apartment,Southeast,85.0,156025.71,Minas Gerais,-19.86084,-43.953293
apartment,Southeast,102.0,251201.39,Minas Gerais,-19.976337,-43.94408
apartment,Southeast,120.0,131061.59,Minas Gerais,-19.855978,-43.955601
apartment,Southeast,149.0,224677.02,Minas Gerais,-19.968262,-43.968708
apartment,Southeast,160.0,177869.31,Minas Gerais,-19.938009,-43.958969
apartment,Southeast,55.0,90494.91,Minas Gerais,-19.859285,-43.941013
apartment,Southeast,165.0,421269.42,Minas Gerais,-19.948294,-43.953911
apartment,Southeast,115.0,146664.17,Minas Gerais,-19.972963,-43.968342
apartment,Southeast,140.0,296448.85,Minas Gerais,-19.956898,-43.936726
apartment,Southeast,140.0,390064.28,Minas Gerais,-19.949526,-43.958916
apartment,Southeast,95.0,104537.22,Minas Gerais,-19.896973,-43.926655
apartment,Southeast,87.0,123260.31,Minas Gerais,-19.933561,-43.917446
apartment,Southeast,98.0,280846.28,Minas Gerais,-19.934652,-43.932949
apartment,Southeast,70.0,81133.37,Minas Gerais,-19.941496,-43.922215
apartment,Southeast,103.0,90494.91,Minas Gerais,-19.934652,-43.932949
apartment,Southeast,92.0,152905.19,Minas Gerais,-19.971008,-43.968487
apartment,Southeast,120.0,199712.91,Minas Gerais,-19.970627,-43.972694
apartment,Southeast,120.0,171628.28,Minas Gerais,-19.94817,-43.936829
apartment,Southeast,140.0,134182.11,Minas Gerais,-19.938866,-43.959209
apartment,Southeast,57.0,162266.74,Minas Gerais,-19.949297,-43.955235
house,Southeast,115.0,358859.13,Minas Gerais,-19.85939,-43.98975
apartment,Southeast,90.0,203148.8,Minas Gerais,-19.950262,-43.93475
apartment,Southeast,147.0,137302.62,Minas Gerais,-19.869539,-43.916245
apartment,Southeast,190.0,308930.91,Minas Gerais,-19.936554,-43.957184
apartment,Southeast,80.0,130125.44,Minas Gerais,-19.932606,-43.981447
apartment,Southeast,145.0,143543.65,Minas Gerais,-19.922459,-43.946449
apartment,Southeast,155.0,277725.76,Minas Gerais,-19.956485,-43.937556
apartment,Southeast,55.0,93615.42,Minas Gerais,-19.900673,-43.930431
apartment,Southeast,72.0,92055.17,Minas Gerais,-18.922593,-48.260276
apartment,Southeast,148.0,171628.28,Minas Gerais,-19.9713,-43.969574
apartment,Southeast,120.0,149784.68,Minas Gerais,-19.953047,-43.934128
apartment,Southeast,95.0,124820.57,Minas Gerais,-19.950385,-43.938894
apartment,Southeast,55.0,140423.14,Minas Gerais,-19.944574,-43.945984
apartment,Southeast,220.0,296448.85,Minas Gerais,-19.953848,-43.912674
